11	8	אדוארדו ברטי	יומנה של קוראת עיתונים	רוצה	הוא נראה מחונך, אבל אני לא חושבת שהוא כמו שאתה היית רוצה שהוא יהיה.	הוּא נִרְאֶה מְחוּנָּךְ, אֲבָל אֲנִי לֹא חוֹשֶׁבֶת שֶׁהוּא כְּמוֹ שֶׁאַתָּה הָיִיתָ רוֹצֶה שֶׁהוּא יִהְיֶה.	הִיא נִרְאֵית מְחוּנֶּכֶת, אֲבָל אֲנִי לֹא חוֹשֶׁבֶת שֶׁהִיא כְּמוֹ שֶׁאַתְּ הָיִית רוֹצָה שֶׁהִיא תִּהְיֶה.	1
12	8	אדוארדו ברטי	יומנה של קוראת עיתונים	רוצה	אנה מתחילה לבכות ואומרת שהיא צריכה לפגוש אותי, היא רוצה לספר לי מה קרה.	אָדָם מַתְחִיל לִבְכּוֹת וְאוֹמֵר שֶׁהוּא צָרִיךְ לִפְגּוֹשׁ אוֹתִי, הוּא רוֹצֶה לְסַפֵּר לִי מָה קָרָה.	אָנָה מַתְחִילָה לִבְכּוֹת וְאוֹמֶרֶת שֶׁהִיא צְרִיכָה לִפְגּוֹשׁ אוֹתִי, הִיא רוֹצָה לְסַפֵּר לִי מָה קָרָה.	2
13	8	אדוארדו ברטי	יומנה של קוראת עיתונים	רואה	אני לא רואה טלוויזיה ולא שומעת רדיו, כדי לא לשמוע חדשות שטרם קראתי.	אֲנִי לֹא רוֹאֵה טֵלֵוִויזְיָה וְלֹא שׁוֹמֵעַ רַדְיוֹ, כְּדֵי לֹא לִשְׁמוֹעַ חֲדָשׁוֹת שֶׁטֶּרֶם קָרָאתִי.	אֲנִי לֹא רוֹאָה טֵלֵוִויזְיָה וְלֹא שׁוֹמַעַת רַדְיוֹ, כְּדֵי לֹא לִשְׁמוֹעַ חֲדָשׁוֹת שֶׁטֶּרֶם קָרָאתִי.	2
14	8	אדוארדו ברטי	יומנה של קוראת עיתונים	דומה	התמונה היתה מעורפלת, אבל הבחור הזה דומה לך כל כך עד שהחלטתי לבחון את התמונה בזכוכית מגדלת.	הַתְּמוּנָה הָיְתָה מְעוּרְפֶּלֶת, אֲבָל הַבָּחוּר הַזֶּה דּוֹמֶה לָךְ כָּל כָּךְ עַד שֶׁהֶחְלַטְתִּי לִבְחוֹן אֶת הַתְּמוּנָה בִּזְכוּכִית מַגְדֶּלֶת.	הַתְּמוּנָה הָיְתָה מְעוּרְפֶּלֶת, אֲבָל הַבַּחוּרָה הַזּוֹ דּוֹמָה לָךְ כָּל כָּךְ עַד שֶׁהֶחְלַטְתִּי לִבְחוֹן אֶת הַתְּמוּנָה בִּזְכוּכִית מַגְדֶּלֶת.	1
15	8	אדוארדו ברטי	יומנה של קוראת עיתונים	רוצה	אני מניחה שהיא היתה רוצה שהיומן ייגמר בתמונה הזאת שגזרתי מהעיתון ואני עומדת להדביק פה.	אֲנִי מַנִּיחַ שֶׁהוּא הָיָה רוֹצֶה שֶׁהַיּוֹמָן יִיגָּמֵר בַּתְּמוּנָה הַזֹּאת שֶׁגָּזַרְתִּי מֵהָעִיתּוֹן וַאֲנִי עוֹמֵד לְהַדְבִּיק פֹּה.	אֲנִי מַנִּיחָה שֶׁהִיא הָיְתָה רוֹצָה שֶׁהַיּוֹמָן יִיגָּמֵר בַּתְּמוּנָה הַזֹּאת שֶׁגָּזַרְתִּי מֵהָעִיתּוֹן וַאֲנִי עוֹמֶדֶת לְהַדְבִּיק פֹּה.	2
16	9	אדוארדו חלפון	המתאגרף הפולני	רוצה	אחר כך חשבתי שאחרי ששתה מעבר למידה, במצבו הגופני הנוכחי, מה שהוא רוצה לספר לי עלול לטלטל אותו, אולי יותר מדי.	אַחֵר כָּךְ חָשַׁבְתִּי שֶׁאַחֲרֵי שֶׁשָּׁתָה מַעֲבַר לְמִידָּה, בְּמַצָּבוֹ הַגּוּפָנִי הַנּוֹכְחִי, מָה שֶׁהוּא רוֹצֶה לְסַפֵּר לִי עָלוּל לְטַלְטֵל אוֹתוֹ, אוּלַי יוֹתֵר מִדַּי.	אַחֵר כָּךְ חָשַׁבְתִּי שֶׁאַחֲרֵי שֶׁשָּׁתְתָה מֵעֵבֶר לַמִּידָּה, בְּמַצָּבָהּ הַגּוּפָנִי הַנּוֹכְחִי, מָה שֶׁהִיא רוֹצָה לְסַפֵּר לִי עָלוּל לְטַלְטֵל אוֹתָהּ, אוּלַי יוֹתֵר מִדַּי.	1
17	9	אדוארדו חלפון	המתאגרף הפולני	רוצה	לקחתי את הבקבוק ושאלתי אותו אם הוא רוצה שאמזוג לו עוד קצת, אבל הוא לא ענה לי ואולי לא שמע.	לָקַחְתִּי אֶת הַבַּקְבּוּק וְשָׁאַלְתִּי אוֹתוֹ אִם הוּא רוֹצֶה שֶׁאֶמְזוֹג לוֹ עוֹד קְצָת, אֲבָל הוּא לֹא עָנָה לִי וְאוּלַי לֹא שָׁמַע.	לָקַחְתִּי אֶת הַבַּקְבּוּק וְשָׁאַלְתִּי אוֹתָהּ אִם הִיא רוֹצָה שֶׁאֶמְזוֹג לָהּ עוֹד קְצָת, אֲבָל הִיא לֹא עָנְתָה לִי וְאוּלַי לֹא שָׁמְעָה.	1
18	10	אדית נסביט	משחררי הממלכה	רוצה	הו, אני רוצה הביתה, אמרה אפי.	הוֹ, אֲנִי רוֹצֶה הַבַּיְתָה, אָמַר אֵפִי.	הוֹ, אֲנִי רוֹצָה הַבַּיְתָה, אָמְרָה אֵפִי.	2
19	10	אדית נסביט	משחררי הממלכה	תוהה	"הארי," אמרה אפי, "אני תוהה מתי הוא יאכל אותנו!"	הָאֲרִי, אָמַר אֵפִי, "אֲנִי תּוֹהֶה מָתַי הוּא יֹאכַל אוֹתָנוּ!"	הָארִי, אָמְרָה אֵפִי, "אֲנִי תּוֹהָה מָתַי הוּא יֹאכַל אוֹתָנוּ!"	2
20	10	אדית נסביט	משחררי הממלכה	בוכה	והם ראו את אמם בוכה בבית על ילדיה שנעלמו באור היום האים ומטיל האימה, ופוחדת שדרקון יאכל אותם, והם ראו את כל אנגליה, כמו מפת פזל ענקית – ירקה באזורי השדות וחומה בערים ושחרה במקומות שמכינים בהם פחם וכלי חרס וסכו"ם ודשנים כימיים.	וְהֵם רָאוּ אֶת אֲבִיהֶם בּוֹכֶה בַּבַּיִת עַל יְלָדָיו שֶׁנֶּעֶלְמוּ בְּאוֹר הַיּוֹם הָאָיוֹם וּמֵטִיל הָאֵימָה.	וְהֵם רָאוּ אֶת אִמָּם בּוֹכָה בַּבַּיִת עַל יְלָדֶיהָ שֶׁנֶּעֶלְמוּ בְּאוֹר הַיּוֹם הָאָיוֹם וּמֵטִיל הָאֵימָה.	2
21	11	אדית נסביט	ספר היצורים	רוצה	ואז ליונל חבש את כתרו וישב על כס המלוכה שלו ואמר שהוא רוצה לחוקק כמה חקים.	וְאָז לְיוֹנֵל חָבַשׁ אֶת כִּתְרוֹ וְיָשַׁב עַל כֵּס הַמְּלוּכָה שֶׁלּוֹ וְאָמַר שֶׁהוּא רוֹצֶה לְחוֹקֵק כַּמָּה חוּקִּים.	וְאָז לִיאַת חָבְשָׁה אֶת כִּתְרָהּ וְיָשְׁבָה עַל כֵּס הַמְּלוּכָה שֶׁלָּהּ וְאָמְרָה שֶׁהִיא רוֹצָה לְחוֹקֵק כַּמָּה חוּקִּים.	1
22	11	אדית נסביט	ספר היצורים	טועה	וכדאי לומר שגם אם ראש הממשלה, שר האוצר והאומנת לא סמכו במיחד על שקול הדעת של ליונל, ואפלו היו מסגלים לסטר לו ולשלח אותו למטה, ברגע שהוא התישב על כס המלוכה וחבש את הכתר לראשו, הוא הפך למי שאינו טועה לעולם – זאת אומרת, כל מה שאמר היה נכון, והוא לא היה מסגל לטעות.	הוּא הָפַךְ לְמִי שֶׁאֵינוֹ טוֹעֶה לְעוֹלָם – זֹאת אוֹמֶרֶת, כָּל מָה שֶׁאָמַר הָיָה נָכוֹן, וְהוּא לֹא הָיָה מְסוּגָּל לִטְעוֹת.	הִיא הָפְכָה לְמִי שֶׁאֵינָהּ טוֹעָה לְעוֹלָם – זֹאת אוֹמֶרֶת, כָּל מָה שֶׁאָמְרָה הָיָה נָכוֹן, וְהִיא לֹא הָיְיתָה מְסוּגֶּלֶת לִטְעוֹת.	1
23	11	אדית נסביט	ספר היצורים	שותה	הוא שותה את הדם שלהם.	הוּא שׁוֹתֶה אֶת הַדָּם שֶׁלָּהֶם.	הִיא שׁוֹתָה אֶת הַדָּם שֶׁלָּהֶם.	1
24	11	אדית נסביט	ספר היצורים	עולה	הדרקון היה מטרד נוראי במהלך השבת כלה, למעט שעה אחת בצהרים שבה היה חיב לנוח מתחת לעץ, שאם לא כן, היה עולה באש בגלל חמה של השמש.	שֶׁאִם לֹא כֵּן, הָיָה עוֹלֶה בְּאֵשׁ בִּגְלַל חַמָּה שֶׁל הַשֶּׁמֶשׁ.	שֶׁאִם לֹא כֵּן, הָיְיתָה עוֹלָה בָּאֵשׁ בִּגְלַל חוֹמָה שֶׁל הַשֶּׁמֶשׁ.	1
25	11	אדית נסביט	ספר היצורים	רואה	נדמה לי שאני רואה טוב יותר ושומע טוב יותר אחרי שבכיתי במשך שבוע.	נִדְמֶה לִי שֶׁאֲנִי רוֹאֶה טוֹב יוֹתֵר וְשׁוֹמֵעַ טוֹב יוֹתֵר אַחֲרֵי שֶׁבָּכִיתִי בְּמֶשֶׁךְ שָׁבוּעַ.	נִדְמֶה לִי שֶׁאֲנִי רוֹאָה טוֹב יוֹתֵר וְשׁוֹמַעַת טוֹב יוֹתֵר אַחֲרֵי שֶׁבָּכִיתִי בְּמֶשֶׁךְ שָׁבוּעַ.	1
26	11	אדית נסביט	ספר היצורים	דומה	ההיפוגריף חכך את אפו המשיי הרך הלבן והחלבי בכתפו של המלך הקטן, והמלך הקטן חשב, "חוץ מהכנפים, אתה דומה מאוד לסוס הנדנדה המסכן, היקר והאבוד שלי.	חוּץ מֵהַכְּנָפַיִם, אִתָּהּ דּוֹמֶה מְאוֹד לְסוּס הַנַּדְנֵדָה הַמִּסְכֵּן, הַיָּקָר וְהָאָבוּד שֶׁלִּי.	חוּץ מֵהַכְּנָפַיִם, אַתְּ דּוֹמָה מְאוֹד לְסוּס הַנַּדְנֵדָה הַמִּסְכֵּן, הַיָּקָר וְהָאָבוּד שֶׁלִּי.	1
27	11	אדית נסביט	ספר היצורים	רואה	אתה לא רואה שאנחנו לא לבד?	אַתָּה לֹא רוֹאֶה שֶׁאֲנַחְנוּ לֹא לְבַד?	אַתְּ לֹא רוֹאָה שֶׁאֲנַחְנוּ לֹא לְבַד?	1
28	12	אדית נסביט	רקס פורטונטוס ושות'	בונה	אני הבעלים של גבעת התלתן, אמרה, "ואתה יכול לבנות על כל השטח, פרט לשבעת האקרים בראש הגבעה ולחמשה-עשר אקרים נוספים מסביבם, ועליך לבנות לי חומה גבוהה סביב שבעת האקרים וחומה נוספת סביב חמשה-עשר האקרים – ושתיהן, תסלח לי, מלבנים אדמות; לא מהחמר הזול הצהב שאתה בונה בו בדרך כלל – ואתה חיב לחוקק חק חדש שכל מי שיגנב מפרותי יתלה על העץ שממנו גנב.	וּשְׁתֵּיהֶן, תִּסְלַח לִי, מִלְּבֵנִים אֲדוּמּוֹת; לֹא מֵהַחוֹמֶר הַזּוֹל הַצָּהוֹב שֶׁאַתָּה בּוֹנֶה בּוֹ בְּדֶרֶךְ כְּלָל.	וּשְׁתֵּיהֶן, תִּסְלַח לִי, מִלְּבֵנִים אֲדָמוֹת; לֹא מֵהַחֲמַר הַזּוֹל הַצַּהַב שֶׁאַתְּ בּוֹנֶה בּוֹ בְּדֶרֶךְ כְּלָל.	1
29	12	אדית נסביט	רקס פורטונטוס ושות'	רוצה	אז לבסוף הם שאלו את הנסיך הקטן דניס לאן הוא הולך כשהוא רוצה להשיג תפוחים.	אָז לְבַסּוֹף הֵם שָׁאֲלוּ אֶת הַנָּסִיךְ הַקָּטָן דֵּנִיס לְאָן הוּא הוֹלֵךְ כְּשֶׁהוּא רוֹצֶה לְהַשִּׂיג תַּפּוּחִים.	אָז לְבַסּוֹף הֵם שָׁאֲלוּ אֶת הַנְּסִיכָה הַקְּטַנָּה דְּנִיסָה לְאָן הִיא הוֹלֶכֶת כְּשֶׁהִיא רוֹצָה לְהַשִּׂיג תַּפּוּחִים.	1
30	13	אדם מארק	טמגוצ׳י	חולה	אבל כשהפכתי אותו בחזרה, מימו עדיין היה שם, חולה כמקודם.	אֲבָל כְּשֶׁהָפַכְתִּי אוֹתוֹ בַּחֲזָרָה, מִימוֹ עֲדַיִין הָיָה שָׁם, חוֹלֶה כִּמְקוּדָּם.	אֲבָל כְּשֶׁהָפַכְתִּי אוֹתָהּ בַּחֲזָרָה, מִימוֹ עֲדַיִין הָיְיתָה שָׁם, חוֹלָה כְּמִקּוֹדֶם.	1
31	13	אדם מארק	טמגוצ׳י	חולה	מימו נראה חולה גם על הצג של בקי.	מִימוֹ נִרְאֶה חוֹלֶה גַּם עַל הַצָּג שֶׁל בֵּקִי.	מִימוֹ נִרְאֲתָה חוֹלָה גַּם עַל הַצָּג שֶׁל בֵּקִי.	1
32	13	אדם מארק	טמגוצ׳י	חולה	אחד בריא, השני חולה.	אֶחָד בָּרִיא, הַשֵּׁנִי חוֹלֶה.	אַחַת בְּרִיאָה, הַשְּׁנִיָּיה חוֹלָה.	1
33	13	אדם מארק	טמגוצ׳י	תוהה	ילד רזה שנפלו לו שתי שיניים קדמיות הביט בנו, תוהה מה אנחנו עושים.	יֶלֶד רָזֶה שֶׁנָּפְלוּ לוֹ שְׁתֵּי שִׁינַּיִים קִדְמִיּוֹת הִבִּיט בְּנוֹ, תּוֹהֶה מָה אֲנַחְנוּ עוֹשִׂים.	יַלְדָּה רָזָה שֶׁנָּפְלוּ לָהּ שְׁתֵּי שִׁינַּיִים קִדְמִיּוֹת הִבִּיטָה בְּנוֹ, תּוֹהָה מָה אֲנַחְנוּ עוֹשִׂים.	1
34	14	אדם מקומבר	הגן האוטומטי	דוחה	היו אפילו שמועות על כישוף, אם כי אנדרה פליביין, היסטוריון החצר של לואי הארבעה-עשר, דוחה השערות מעין אלה ורואה בהן דברים בטלים.	הָיוּ אֲפִילּוּ שְׁמוּעוֹת עַל כִּישּׁוּף, אִם כִּי אָנְדְּרֶה פְלִיבֵּיְין, הִיסְטוֹרְיוֹן הֶחָצֵר שֶׁל לוּאִי הָאַרְבָּעָה-עָשָׂר, דּוֹחֶה הַשְׁעָרוֹת מֵעֵין אֵלֶּה.	הָיוּ אֲפִילּוּ שְׁמוּעוֹת עַל כִּישּׁוּף, אִם כִּי אָנְדְּרֶה פְלִיבֵּיין, הִיסְטוֹרְיוֹנִית הֶחָצֵר שֶׁל לוּאִי הָאַרְבָּעָה-עָשָׂר, דּוֹחָה הַשְׁעָרוֹת מֵעֵין אֵלֶּה.	1
35	14	אדם מקומבר	הגן האוטומטי	תוהה	ואפילו בזמן כתיבתן של שורות אלה, ביושבי אל שולחן העץ בביתי, בעודי שומע את צליל קולה של אשתי הטובה מדברת אל ילדי בחדרים שבקומה העליונה, תוהה אני שמא עודני בגן ההוא, שרוע על רצפת המערה, שבור ומפורק לגורמים.	וַאֲפִילּוּ בִּזְמַן כְּתִיבָתָן שֶׁל שׁוּרוֹת אֵלֶּה, בְּיוֹשְׁבֵי אֶל שׁוּלְחַן הָעֵץ בְּבֵיתִי, בְּעוֹדִי שׁוֹמֵעַ אֶת צְלִיל קוֹלָהּ שֶׁל אִשְׁתִּי הַטּוֹבָה מְדַבֶּרֶת אֶל יַלְדֵי בַּחֲדָרִים שֶׁבַּקּוֹמָה הָעֶלְיוֹנָה, תּוֹהֶה אֲנִי שֶׁמָּא עוֹדֶנִּי בַּגַּן הַהוּא, שָׂרוּעַ עַל רִצְפַּת הַמְּעָרָה, שָׁבוּר וּמְפוֹרָק לְגוֹרְמִים.	וַאֲפִילּוּ בִּזְמַן כְּתִיבָתָן שֶׁל שׁוּרוֹת אֵלֶּה, בְּיוֹשְׁבֵי אֶל שׁוּלְחַן הָעֵץ בְּבֵיתִי, בְּעוֹדִי שׁוֹמַעַת אֶת צְלִיל קוֹלָהּ שֶׁל בַּעֲלִי הַטּוֹב מְדַבֵּר אֶל יַלְדֵי בַּחֲדָרִים שֶׁבַּקּוֹמָה הָעֶלְיוֹנָה, תּוֹהָה אֲנִי שֶׁמָּא עוֹדֶנִּי בַּגַּן הַהוּא, שֶׁרוֹעָה עַל רִצְפַּת הַמְּעָרָה, שְׁבוּרָה וּמְפוֹרֶקֶת לְגוֹרְמִים.	1
36	15	אדמונדו פאס סולדן	פוקנר	רוצה	חורחה כיבה את המנוע של השברולט קבליר האדומה ושאל את אביו אם הוא רוצה משהו.	חוֹרְחֶה כִּיבָּה אֶת הַמָּנוֹעַ שֶׁל הַשֶּׁבְרוֹלְט קַבָלִיר הָאֲדוּמָּה וְשָׁאַל אֶת אָבִיו אִם הוּא רוֹצֶה מַשֶּׁהוּ.	אֱלִיעָנָה כִּיבְּתָה אֶת הַמָּנוֹעַ שֶׁל הַשֶּׁבְרוֹלֶט קַבָלִיר הָאֲדוּמָּה וְשָׁאֲלָה אֶת אִמָּהּ אִם הִיא רוֹצָה מַשֶּׁהוּ.	1
37	15	אדמונדו פאס סולדן	פוקנר	רוצה	הוא נזכר בערב שבו דפק על דלת המשרד של אביו וקול שבור שאל אותו מה הוא רוצה, והוא שאל אם הוא יכול לתת לו כמה פסו לקולנוע, והקול ענה שכן, ברור, וכשחורחה פתח את הדלת הוא ראה הבעה של צער אינסופי, אבל כעבור רגע הרגיש את המטבעות בידו, הסתובב ויצא.	הוּא נִזְכָּר בָּעֶרֶב שֶׁבּוֹ דָּפַק עַל דֶּלֶת הַמִּשְׂרָד שֶׁל אָבִיו וְקוֹל שָׁבוּר שָׁאַל אוֹתוֹ מָה הוּא רוֹצֶה.	הִיא נִזְכְּרָה בָּעֶרֶב שֶׁבּוֹ דָּפְקָה עַל דֶּלֶת הַמִּשְׂרָד שֶׁל אָבִיהָ וְקוֹל שָׁבוּר שָׁאַל אוֹתָהּ מָה הִיא רוֹצָה.	1
38	15	אדמונדו פאס סולדן	פוקנר	דומה	האם הוא דומה לו הרבה יותר ממה שהוא מוכן להודות?	הַאִם הוּא דּוֹמֶה לוֹ הַרְבֵּה יוֹתֵר מִמָּה שֶׁהוּא מוּכָן לְהוֹדוֹת?	הַאִם הִיא דּוֹמָה לָהּ הַרְבֵּה יוֹתֵר מִמָּה שֶׁהִיא מוּכָנָה לְהוֹדוֹת?	1
39	16	או. הנרי	העלה האחרון	חולה	"היא מאוד חולה וחלשה," אמרה סו, "והחום מדכא אותה וממלא לה את הראש ברעיונות מוזרים."	הוּא מְאוֹד חוֹלֶה וְחַלָּשׁ.	הִיא מְאוֹד חוֹלָה וְחַלָּשָׁה.	2
40	16	או. הנרי	העלה האחרון	חולה	זה לא מקום בשביל בחורה טובה כמו מיס יונסי לשכב חולה.	זֶה לֹא מָקוֹם בִּשְׁבִיל בָּחוּר טוֹב כְּמוֹ מַר אֵלִיּוֹט לִשְׁכַּב חוֹלֶה.	זֶה לֹא מָקוֹם בִּשְׁבִיל בַּחוּרָה טוֹבָה כְּמוֹ מִיס יוֹנְסִי לִשְׁכַּב חוֹלָה.	2
41	16	או. הנרי	העלה האחרון	רוצה	אני רוצה לראות," פקדה בלחש.	אֲנִי רוֹצֶה לִרְאוֹת פָּקַד בְּלַחַשׁ.	אֲנִי רוֹצָה לִרְאוֹת פָּקְדָה בְּלַחַשׁ.	2
42	16	או. הנרי	העלה האחרון	חולה	הוא היה חולה רק יומיים.	הוּא הָיָה חוֹלֶה רַק יוֹמַיִים.	הִיא הָיְיתָה חוֹלָה רַק יוֹמַיִים.	1
43	17	או. הנרי	כופר נפשו של הצ'יף האדום	רוצה	צ'יף אדום, אני אומר לילד, "אתה רוצה לחזור הביתה?"	אֲנִי אוֹמֵר לַיֶּלֶד, "אַתָּה רוֹצֶה לַחֲזוֹר הַבַּיְתָה?"	אֲנִי אוֹמֶרֶת לַיַּלְדָּה, "אַתְּ רוֹצָה לַחֲזוֹר הַבַּיְתָה?"	1
