סיפור ישן, יפתח אלוני, https://www.shortstoryproject.com/he/story/%d7%a1%d7%99%d7%a4%d7%95%d7%a8-%d7%99%d7%a9%d7%9f/, #אפל#ילדות#פסיכולוגי
עד החג הבא זה יעבור, ורד זינגר, https://www.shortstoryproject.com/he/story/%d7%a2%d7%93-%d7%94%d7%97%d7%92-%d7%94%d7%91%d7%90-%d7%96%d7%94-%d7%99%d7%a2%d7%91%d7%95%d7%a8/, #אורבני#מהגרים#ניכור#עוני#פער-מעמדות#רגשותאשם
הדייג ונשמתו, אוסקר וויילד, https://www.shortstoryproject.com/he/story/%d7%94%d7%93%d7%99%d7%99%d7%92-%d7%95%d7%a0%d7%a9%d7%9e%d7%aa%d7%95/, #אגדות#אהבה#דת#קלאסיקה
הגיבור בעל אלף הפרצופים – פרק מתוך: קפקא בטנג'יר, מוחמד סעיד אחג'יוג', https://www.shortstoryproject.com/he/story/%d7%94%d7%92%d7%99%d7%91%d7%95%d7%a8-%d7%91%d7%a2%d7%9c-%d7%90%d7%9c%d7%a3-%d7%94%d7%a4%d7%a8%d7%a6%d7%95%d7%a4%d7%99%d7%9d-%d7%a4%d7%a8%d7%a7-%d7%9e%d7%aa%d7%95%d7%9a-%d7%a7%d7%a4%d7%a7%d7%90/, #אבסורד#אפל#אקזסטנציאליסטי#מלנכוליה#ספרותערבית#עכשווי
שמחתי לא להכיר אותך, אופיר עוז, https://www.shortstoryproject.com/he/story/%d7%a9%d7%9e%d7%97%d7%aa%d7%99-%d7%9c%d7%90-%d7%9c%d7%94%d7%9b%d7%99%d7%a8-%d7%90%d7%95%d7%aa%d7%9a/, #הומוריסטי#ילדות#ישראלי#עכשווי#תלונה
לסגור את המדינה, יחזקאל רחמים, https://www.shortstoryproject.com/he/story/%d7%9c%d7%a1%d7%92%d7%95%d7%a8-%d7%90%d7%aa-%d7%94%d7%9e%d7%93%d7%99%d7%a0%d7%94/, #אפיסטולרי#הומוריסטי#ישראלי#עכשווי#קורונה#תלונה
העלאה בדרגה, שרית יפרח, https://www.shortstoryproject.com/he/story/%d7%94%d7%a2%d7%9c%d7%90%d7%94-%d7%91%d7%93%d7%a8%d7%92%d7%94/, #אירוניה#הומוריסטי#ישראלי#עכשווי#ריאליזם#תלונה
תקלה בקצה הגלקסיה, אתגר קרת, https://www.shortstoryproject.com/he/story/%d7%aa%d7%a7%d7%9c%d7%94-%d7%91%d7%a7%d7%a6%d7%94-%d7%94%d7%92%d7%9c%d7%a7%d7%a1%d7%99%d7%94/, #הומוריסטי#ישראלי#ספקולטיבי#עכשווי#שואה#תלונה
פיקניק, ארנה קזין, https://www.shortstoryproject.com/he/story/%d7%a4%d7%99%d7%a7%d7%a0%d7%99%d7%a7/, #אווירתי#התבגרות#ילדות#מלנכוליה#מסע#ריאליזם
עפיפון, , https://www.shortstoryproject.com/he/story/%d7%a2%d7%a4%d7%99%d7%a4%d7%95%d7%9f/, #ילדים-חברות#ילדים-הרפתקאות#ילדים-אורבני#ספרותערבית#עכשווי
מים, יחזקאל רחמים, https://www.shortstoryproject.com/he/story/%d7%9e%d7%99%d7%9d/, #אבובן#התבגרות#ישראלי#משפחה#עוני#עכשווי#פער-מעמדות#ריאליזם
הדג השחור הקטן, סמד בהרנגי, https://www.shortstoryproject.com/he/story/%d7%94%d7%93%d7%92-%d7%94%d7%a9%d7%97%d7%95%d7%a8-%d7%94%d7%a7%d7%98%d7%9f/, #ילדים-הרפתקאות#ילדים-התבגרות#ילדים-בעליחיים#ילדים-מסע#ילדים-משל
המספיד, דרור כהן, https://www.shortstoryproject.com/he/story/%d7%94%d7%9e%d7%a1%d7%a4%d7%99%d7%93/, #בדידות#הומוריסטי#ישראלי#מוות#מתח#ניכור#עכשווי#פסיכולוגי#שנון
הרומן עם הקונטרבס, אנטון צ'כוב , https://www.shortstoryproject.com/he/story/%d7%94%d7%a8%d7%95%d7%9e%d7%9f-%d7%a2%d7%9d-%d7%94%d7%a7%d7%95%d7%a0%d7%98%d7%a8%d7%91%d7%a1/, #אהבה#אלגוריה#הומוריסטי#מיניות#קלאסיקה#רוסיה#שנון
השולי לבלי היכר, שני פוקר, https://www.shortstoryproject.com/he/story/%d7%94%d7%a9%d7%95%d7%9c%d7%99-%d7%9c%d7%91%d7%9c%d7%99-%d7%94%d7%99%d7%9b%d7%a8/, #אהבה#אהבהבלתי-מושגת#אירוניה#יחסים#ישראלי#נשים#עכשווי#שנון
הפרופסור, ליסה שילוח-עוזרד, https://www.shortstoryproject.com/he/story/%d7%94%d7%a4%d7%a8%d7%95%d7%a4%d7%a1%d7%95%d7%a8/, #אבובת#בדידות#זכרונות#זקנה#יחסים#ישראלי#מוות
המספרות (קטע מתוך רומן), מהא חסן, https://www.shortstoryproject.com/he/story/%d7%94%d7%9e%d7%a1%d7%a4%d7%a8%d7%95%d7%aa-%d7%a7%d7%98%d7%a2-%d7%9e%d7%aa%d7%95%d7%9a-%d7%a8%d7%95%d7%9e%d7%9f/, #הרהורים#יחסים#כתיבה#כתיבהנשית#ספרותערבית#עכשווי
רוורס, יובל פלוטקין, https://www.shortstoryproject.com/he/story/%d7%a8%d7%95%d7%95%d7%a8%d7%a1/, #הרהורים#ישראלי#כתיבה#מלנכוליה#מסע#עכשווי#פוליטי#שנון
סאדו-מאזו בארץ-הקודש, רועי חן , https://www.shortstoryproject.com/he/story/%d7%a1%d7%90%d7%93%d7%95-%d7%9e%d7%90%d7%96%d7%95-%d7%91%d7%90%d7%a8%d7%a5-%d7%94%d7%a7%d7%95%d7%93%d7%a9-2020/, #אהבה#אלגוריה#ישראלי#עכשווי#ערבי-ישראלי#פוליטי
על כרעי תרנגולת, כנרת רובינשטיין, https://www.shortstoryproject.com/he/story/%d7%a2%d7%9c-%d7%9b%d7%a8%d7%a2%d7%99-%d7%aa%d7%a8%d7%a0%d7%92%d7%95%d7%9c%d7%aa/, #אירוניה#הומוריסטי#יחסים#ישראלי#עכשווי#שכנים#תלונה
פומיקי פה, פומיקי שם, לא תמצאו אותי לעולם…, מאיה גז, https://www.shortstoryproject.com/he/story/%d7%a4%d7%95%d7%9e%d7%99%d7%a7%d7%99-%d7%a4%d7%94-%d7%a4%d7%95%d7%9e%d7%99%d7%a7%d7%99-%d7%a9%d7%9d-%d7%9c%d7%90-%d7%aa%d7%9e%d7%a6%d7%90%d7%95-%d7%90%d7%95%d7%aa%d7%99-%d7%9c%d7%a2%d7%95%d7%9c/, #אהבהטרגית#התבגרות#ישראלי#מתח#עכשווי#תעלומה
סוד הדברים, חיה משב, https://www.shortstoryproject.com/he/story/%d7%a1%d7%95%d7%93-%d7%94%d7%93%d7%91%d7%a8%d7%99%d7%9d/, #אמהות#בדידות#הרהורים#ישראלי#כתיבה#כתיבהנשית#משפחה
ואז נינה סימון שרה, טאשה קארלוקה, https://www.shortstoryproject.com/he/story/%d7%95%d7%90%d7%96-%d7%a0%d7%99%d7%a0%d7%94-%d7%a1%d7%99%d7%9e%d7%95%d7%9f-%d7%a9%d7%a8%d7%94/, #אורבני#הומוריסטי#ישראלי#כסף#מלנכוליה#תל-אביב
תקאסים צבוֹע, ניר סופר-דודק, https://www.shortstoryproject.com/he/story/%d7%aa%d7%a7%d7%90%d7%a1%d7%99%d7%9d-%d7%a6%d7%91%d7%95%d6%b9%d7%a2/, #אימה#אלגוריה#אפל#בדידות#ישראלי#עכשווי#קורונה
זוהרה, אפריל ביטון, https://www.shortstoryproject.com/he/story/%d7%96%d7%95%d7%94%d7%a8%d7%94/, #הגירה#התבגרות#יחסים#ילדות#ישראלי#עכשווי#פער-דורי#פער-מעמדות#קורונה
המרד – פרק מתוך רומן: הגורילה, כמאל ריאחי, https://www.shortstoryproject.com/he/story/%d7%94%d7%9e%d7%a8%d7%93-%d7%a4%d7%a8%d7%a7-%d7%9e%d7%aa%d7%95%d7%9a-%d7%94%d7%92%d7%95%d7%a8%d7%99%d7%9c%d7%94/, #מרד#ספרותערבית#עכשווי#פוליטי
ההזדמנות, יפתח אלוני , https://www.shortstoryproject.com/he/story/%d7%94%d7%94%d7%96%d7%93%d7%9e%d7%a0%d7%95%d7%aa/, #ישראלי#מד"ב#ספקולטיבי#עכשווי#פוליטי#קורונה
כיצד לזרוק סופר אל חור שחור – פרק מתוך הנובלה: "בדידותם של הדברים האובדים – הסיפור המוזר על רצח מורקמי", לוניס בן עלי, https://www.shortstoryproject.com/he/story/%d7%9b%d7%99%d7%a6%d7%93-%d7%9c%d7%96%d7%a8%d7%95%d7%a7-%d7%a1%d7%95%d7%a4%d7%a8-%d7%90%d7%9c-%d7%97%d7%95%d7%a8-%d7%a9%d7%97%d7%95%d7%a8-%d7%a4%d7%a8%d7%a7-%d7%9e%d7%aa%d7%95%d7%9a-%d7%94%d7%a0/, #אלגוריה#סוריאליזם#ספרותערבית#עכשווי
פ. ה. האיש בגלימה, נורית זרחי, https://www.shortstoryproject.com/he/story/%d7%a4-%d7%94-%d7%94%d7%90%d7%99%d7%a9-%d7%91%d7%92%d7%9c%d7%99%d7%9e%d7%94/, #אלגוריה#אלימות#חיות-מחמד#ישראלי#משפחה#עכשווי
מעשייה בעורב, אילנה ברנשטיין, https://www.shortstoryproject.com/he/story/%d7%9e%d7%a2%d7%a9%d7%99%d7%99%d7%94-%d7%91%d7%a2%d7%95%d7%a8%d7%91/, #אלגוריה#יחסים#ישראלי#עכשווי
הצחוק האחרון, יואב שפיר בירן, https://www.shortstoryproject.com/he/story/%d7%94%d7%a6%d7%97%d7%95%d7%a7-%d7%94%d7%90%d7%97%d7%a8%d7%95%d7%9f/, #הומוריסטי#זקנה#ישראלי#ספקולטיבי#שנון#תלונה
חמישים עמודים גג, אתגר קרת, https://www.shortstoryproject.com/he/story/%d7%97%d7%9e%d7%99%d7%a9%d7%99%d7%9d-%d7%a2%d7%9e%d7%95%d7%93%d7%99%d7%9d-%d7%92%d7%92/, #הומוריסטי#ישראלי#כתיבה#מלנכוליה#עכשווי#קורונה
רק שחור, בגללכם, ורד זינגר, https://www.shortstoryproject.com/he/story/%d7%a8%d7%a7-%d7%a9%d7%97%d7%95%d7%a8-%d7%91%d7%92%d7%9c%d7%9c%d7%9b%d7%9d/, #אהבהבלתי-מושגת#הומוריסטי#התמכרות#ישראלי#עכשווי#שנון
אנרכיסט, ג'וזף קונרד, https://www.shortstoryproject.com/he/story/%d7%90%d7%a0%d7%a8%d7%9b%d7%99%d7%a1%d7%98/, #אמריקה#אקזסטנציאליסטי#ניהיליזם#פילוסופי#קלאסיקה
הטמנה, עמרי חורש, https://www.shortstoryproject.com/he/story/%d7%94%d7%98%d7%9e%d7%a0%d7%94/, #אבובן#התבגרות#יחסים#ישראלי#מוות#עכשווי
תספורת, רינג לרדנר, https://www.shortstoryproject.com/he/story/%d7%aa%d7%a1%d7%a4%d7%95%d7%a8%d7%aa/, #אהבהבלתי-מושגת#אווירתי#הומוריסטי#זכרונות#קלאסיקה#ריאליזם
מאדאם בובארי מנווה צדק, נורית זרחי , https://www.shortstoryproject.com/he/story/%d7%9e%d7%90%d7%93%d7%90%d7%9d-%d7%91%d7%95%d7%91%d7%90%d7%a8%d7%99-%d7%9e%d7%a0%d7%95%d7%95%d7%94-%d7%a6%d7%93%d7%a7/, #היסטוריהאלטרנטיבית#ישראלי#כתיבהנשית#נשים#ספקולטיבי#עכשווי#פמיניזם
חורף שגרתי, מוחמד ח'לפוף, https://www.shortstoryproject.com/he/story/%d7%97%d7%95%d7%a8%d7%a3-%d7%a9%d7%92%d7%a8%d7%aa%d7%99/, #אורבני#אלימות#אפל#חורף#ספרותערבית
פטל קדוש, ערן הורוביץ, https://www.shortstoryproject.com/he/story/%d7%a4%d7%98%d7%9c-%d7%a7%d7%93%d7%95%d7%a9/, #אהבהצעירה#אירוניה#מיניות#מסע#תשוקה
מֶטרָבוּעין, סיגיזמוֹנד קרְזִ'יזָ'נוֹבסקי, https://www.shortstoryproject.com/he/story/%d7%9e%d6%b6%d7%98%d7%a8%d6%b8%d7%91%d7%95%d6%bc%d7%a2%d7%99%d7%9f/, #אימה#גותי#הומוריסטי#מעמד-פועלים#סאטירה#סוריאליזם#קומוניזם#רוסיההסובייטית#שנון
משוגעת, מונירו רוואניפור, https://www.shortstoryproject.com/he/story/%d7%9e%d7%a9%d7%95%d7%92%d7%a2%d7%aa/, #איראן#כתיבהנשית#מוות#מחלה#עכשווי
התקווה, יותם אמיתי, https://www.shortstoryproject.com/he/story/%d7%94%d7%aa%d7%a7%d7%95%d7%95%d7%94/, #הרהורים#זיכרונות#ישראלי#מוות#מחלה#עכשווי#ערבי-ישראלי#פוליטי
למה אנחנו לא עושים את זה?, אופיר עוז, https://www.shortstoryproject.com/he/story/%d7%9c%d7%9e%d7%94-%d7%90%d7%a0%d7%97%d7%a0%d7%95-%d7%9c%d7%90-%d7%a2%d7%95%d7%a9%d7%99%d7%9d-%d7%90%d7%aa-%d7%96%d7%94/, #אהבה#אירוניה#סקס#פוליטי#פליטים#תשוקה
אֶמָּה, כנרת רובינשטיין, https://www.shortstoryproject.com/he/story/%d7%90%d6%b6%d7%9e%d6%bc%d6%b8%d7%94/, #אהבה#יחסים#ישראלי#כתיבהנשית#סקס#שנון#תשוקה
הבחורה נוסעת לקלבריה, ג׳וזפה ברטו, https://www.shortstoryproject.com/he/story/%d7%94%d7%91%d7%97%d7%95%d7%a8%d7%94-%d7%a0%d7%95%d7%a1%d7%a2%d7%aa-%d7%9c%d7%a7%d7%9c%d7%91%d7%a8%d7%99%d7%94/, #נסיעה#סקס#תשוקה
הוללות לא מתוכננת | הקופאית, דניאיל חארמס, https://www.shortstoryproject.com/he/story/%d7%94%d7%95%d7%9c%d7%9c%d7%95%d7%aa-%d7%9c%d7%90-%d7%9e%d7%aa%d7%95%d7%9b%d7%a0%d7%a0%d7%aa-%d7%94%d7%a7%d7%95%d7%a4%d7%90%d7%99%d7%aa/, #אקזסטנציאליסטי#הומוריסטי#סאטירה#פוליטי#רוסיההסובייטית#שנון
תל אלהווא, אסמאא אלע'ול, https://www.shortstoryproject.com/he/story/%d7%aa%d7%9c-%d7%90%d7%9c%d7%94%d7%95%d7%95%d7%90/, #אירוניה#ישראלי-פלסטיני#מלחמה#ספרותערבית#פוליטי
שלושה בסירה אחת עם פאני היל, אלכס פז-גולדמן, https://www.shortstoryproject.com/he/story/%d7%a9%d7%9c%d7%95%d7%a9%d7%94-%d7%91%d7%a1%d7%99%d7%a8%d7%94-%d7%90%d7%97%d7%aa-%d7%a2%d7%9d-%d7%a4%d7%90%d7%a0%d7%99-%d7%94%d7%99%d7%9c/, #אבובן#הומוריסטי#התבגרות#ישראלי#משפחה#שנון
לא-אני, עומר ויסמן, https://www.shortstoryproject.com/he/story/%d7%9c%d7%90-%d7%90%d7%a0%d7%99/, #ישראלי#מלנכוליה#משפחה#פסיכולוגי#פרויד
יאללה בית"ר, עלית קרפ, https://www.shortstoryproject.com/he/story/%d7%99%d7%90%d7%9c%d7%9c%d7%94-%d7%91%d7%99%d7%aa%d7%a8/, #אבסורד#אווירתי#אקזסטנציאליסטי#חורף#ישראלי#כתיבהנשית#מסע
רומן בתשעה מכתבים, פיודור דוסטוייבסקי, https://www.shortstoryproject.com/he/story/%d7%a8%d7%95%d7%9e%d7%9f-%d7%91%d7%aa%d7%a9%d7%a2%d7%94-%d7%9e%d7%9b%d7%aa%d7%91%d7%99%d7%9d/, #אפיסטולרי#הומוריסטי#היסטוריה#סאטירה#קלאסיקה#רומן#רוסיה#שנון
סיפורי צבים, הדר אורלנוב, https://www.shortstoryproject.com/he/story/%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%99-%d7%a6%d7%91%d7%99%d7%9d/, #אבסורד#הומוריסטי#ישראלי#כתיבה
הקור, אקוטגאווה ריונוסוקה, https://www.shortstoryproject.com/he/story/%d7%94%d7%a7%d7%95%d7%a8/, #אהבה#הרהורים#חורף#פילוסופי
קצף על חולות עכו, ויסאם ג'ובראן, https://www.shortstoryproject.com/he/story/%d7%a7%d7%a6%d7%a3-%d7%a2%d7%9c-%d7%97%d7%95%d7%9c%d7%95%d7%aa-%d7%a2%d7%9b%d7%95/, #אהבהטרגית#אווירתי#אונס#ספרותערבית
לקורות סוס נושא ספרים, מנדלי מוכר ספרים, https://www.shortstoryproject.com/he/story/%d7%9c%d7%a7%d7%95%d7%a8%d7%95%d7%aa-%d7%a1%d7%95%d7%a1-%d7%a0%d7%95%d7%a9%d7%90-%d7%a1%d7%a4%d7%a8%d7%99%d7%9d/, #אלגוריה#בעליחיים#יהדות#מלנכוליה#קלאסיקה
הבֵּרֵטַה זוכה תמיד (פרק מתוך הרומן), כמאל ריאחי, https://www.shortstoryproject.com/he/story/%d7%94%d7%91%d6%bc%d6%b5%d7%a8%d6%b5%d7%98%d6%b7%d7%94-%d7%96%d7%95%d7%9b%d7%94-%d7%aa%d7%9e%d7%99%d7%93-%d7%a4%d7%a8%d7%a7-%d7%9e%d7%aa%d7%95%d7%9a-%d7%94%d7%a8%d7%95%d7%9e%d7%9f/, #אפל#מרד#ספרותערבית#עכשווי#פוליטי
המבריח, יפתח אלוני , https://www.shortstoryproject.com/he/story/%d7%94%d7%9e%d7%91%d7%a8%d7%99%d7%97/, #אקזסטנציאליסטי#ישראלי#כתיבה#ערבי-ישראלי#פליטים
ניחוח כריזנטמות, ד"ה לורנס, https://www.shortstoryproject.com/he/story/%d7%a0%d7%99%d7%97%d7%95%d7%97-%d7%9b%d7%a8%d7%99%d7%96%d7%a0%d7%98%d7%9e%d7%95%d7%aa/, #מלחמת-מעמדות#מלנכוליה#מעמד-פועלים#פוליטי#ריאליזם
וונדר וומן על הכביש המהיר, שרית יפרח, https://www.shortstoryproject.com/he/story/%d7%95%d7%95%d7%a0%d7%93%d7%a8-%d7%95%d7%95%d7%9e%d7%9f-%d7%a2%d7%9c-%d7%94%d7%9b%d7%91%d7%99%d7%a9-%d7%94%d7%9e%d7%94%d7%99%d7%a8/, #הומוריסטי#חלומות#ישראלי#כתיבהנשית#פסיכולוגי#שנון
הערבי האחרון, מהא ג'וויני, https://www.shortstoryproject.com/he/story/%d7%94%d7%a2%d7%a8%d7%91%d7%99-%d7%94%d7%90%d7%97%d7%a8%d7%95%d7%9f/, #אירוניה#גבריות#כתיבהנשית#ספרותערבית#תשוקה
מעשה בתמונת הקיסר פראנץ יוזף הראשון, יארוסלב האשק, https://www.shortstoryproject.com/he/story/%d7%9e%d7%a2%d7%a9%d7%94-%d7%91%d7%aa%d7%9e%d7%95%d7%a0%d7%aa-%d7%94%d7%a7%d7%99%d7%a1%d7%a8-%d7%a4%d7%a8%d7%90%d7%a0%d7%a5-%d7%99%d7%95%d7%96%d7%a3-%d7%94%d7%a8%d7%90%d7%a9%d7%95%d7%9f/, #absurd#אבסורד#הומוריסטי#היסטוריה#פוליטי#קלאסיקה
תאגיד הברווזים, חיה משב, https://www.shortstoryproject.com/he/story/%d7%aa%d7%90%d7%92%d7%99%d7%93-%d7%94%d7%91%d7%a8%d7%95%d7%95%d7%96%d7%99%d7%9d/, #אורבני#אפל#התבגרות#מד"ב#ניכור#ספקולטיבי
חתולים שחורים, סמיר סאלמי, https://www.shortstoryproject.com/he/story/%d7%97%d7%aa%d7%95%d7%9c%d7%99%d7%9d-%d7%a9%d7%97%d7%95%d7%a8%d7%99%d7%9d/, #אווירתי#אימה#בעליחיים#ספרותערבית
המכתב הגנוב, אדגר אלן פו, https://www.shortstoryproject.com/he/story/%d7%94%d7%9e%d7%9b%d7%aa%d7%91-%d7%94%d7%92%d7%a0%d7%95%d7%91/, 
הבן, הוראסיו קירוגה, https://www.shortstoryproject.com/he/story/%d7%94%d7%91%d7%9f/, #אבובן#אווירתי#מתח#שגעון
סיפורו של גרב, מוחמד אל-אספר, https://www.shortstoryproject.com/he/story/%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%95-%d7%a9%d7%9c-%d7%92%d7%a8%d7%91/, #אהבה#אלגוריה#אקזסטנציאליסטי#סוריאליזם#ספרותערבית
פירורים, טליה לוין, https://www.shortstoryproject.com/he/story/%d7%a4%d7%99%d7%a8%d7%95%d7%a8%d7%99%d7%9d/, #אהבהבלתי-מושגת#אורבני#אירוניה#בדידות#הומוריסטי#ישראלי#נשים#שנון
הסוס שבתמונה, פו סונג-לינג, https://www.shortstoryproject.com/he/story/%d7%94%d7%a1%d7%95%d7%a1-%d7%a9%d7%91%d7%aa%d7%9e%d7%95%d7%a0%d7%94/, #פילוסופי#קלאסיקה#קסם#ריאליזםמאגי
חלל נגטיבי, ורד זינגר, https://www.shortstoryproject.com/he/story/%d7%97%d7%9c%d7%9c-%d7%a0%d7%92%d7%98%d7%99%d7%91%d7%99/, #אהבה#אירוניה#בדידות#ישראלי#כתיבה#נשים#שנון
בּגינדה – פרק מתוך רומן, שוכּרי אלמבְּח'ות, https://www.shortstoryproject.com/he/story/%d7%91%d6%bc%d7%92%d7%99%d7%a0%d7%93%d7%94-%d7%a4%d7%a8%d7%a7-%d7%9e%d7%aa%d7%95%d7%9a-%d7%a8%d7%95%d7%9e%d7%9f/, #כתיבה#ספורט#ספרותערבית#פוליטי#שנון
התמונות הנבואיות, נתניאל הותורן, https://www.shortstoryproject.com/he/story/%d7%94%d7%aa%d7%9e%d7%95%d7%a0%d7%95%d7%aa-%d7%94%d7%a0%d7%91%d7%95%d7%90%d7%99%d7%95%d7%aa/, #מסתורין#נישואין
מוזיקה מודרנית, יעקב הורוביץ , https://www.shortstoryproject.com/he/story/%d7%9e%d7%95%d7%96%d7%99%d7%a7%d7%94-%d7%9e%d7%95%d7%93%d7%a8%d7%a0%d7%99%d7%aa/, #אבובן#אלגוריה#אפל#ישראלי#פילוסופי#פער-דורי
לילה, הר הזיתים, יונתן דה שליט, https://www.shortstoryproject.com/he/story/%d7%9c%d7%99%d7%9c%d7%94-%d7%94%d7%a8-%d7%94%d7%96%d7%99%d7%aa%d7%99%d7%9d/, #אהבה#היסטוריה#זכרונות#ישראלי#מוות#מלחמה#מתח
הנעל, השאם נפאע, https://www.shortstoryproject.com/he/story/%d7%94%d7%a0%d7%a2%d7%9c/, #אווירתי#אקזסטנציאליסטי#בדידות#הרהורים#מלנכוליה
הדבר האמיתי, הנרי ג'יימס, https://www.shortstoryproject.com/he/story/%d7%94%d7%93%d7%91%d7%a8-%d7%94%d7%90%d7%9e%d7%99%d7%aa%d7%99/, 
פשעו המסתורי של האלחוטן, עלי בדר, https://www.shortstoryproject.com/he/story/%d7%a4%d7%a9%d7%a2%d7%95-%d7%94%d7%9e%d7%a1%d7%aa%d7%95%d7%a8%d7%99-%d7%a9%d7%9c-%d7%94%d7%90%d7%9c%d7%97%d7%95%d7%98%d7%9f/, #המלחמהבעירק#וידוי#חיילים#רצח
היקום של הדברים, גוונית' ג'ונס, https://www.shortstoryproject.com/he/story/%d7%94%d7%99%d7%a7%d7%95%d7%9d-%d7%a9%d7%9c-%d7%94%d7%93%d7%91%d7%a8%d7%99%d7%9d/, #אווירתי#טבע#מד"ב#פילוסופי
שער מנדלבאום, אמיל חביבי, https://www.shortstoryproject.com/he/story/%d7%a9%d7%a2%d7%a8-%d7%9e%d7%a0%d7%93%d7%9c%d7%91%d7%90%d7%95%d7%9d/, #היסטוריה#ספרותערבית#ערבי-ישראלי#פוליטי
לדוידי, שיר חייק, https://www.shortstoryproject.com/he/story/%d7%9c%d7%93%d7%95%d7%99%d7%93%d7%99/, #אחים#אפיסטולרי#בדידות#התבגרות#וידוי#חייםכפולים#ישראלי#משפחה
גן העדן של הרווקים והטרטרוס של העלמות, הרמן מלוויל , https://www.shortstoryproject.com/he/story/%d7%92%d7%9f-%d7%94%d7%a2%d7%93%d7%9f-%d7%a9%d7%9c-%d7%94%d7%a8%d7%95%d7%95%d7%a7%d7%99%d7%9d-%d7%95%d7%94%d7%98%d7%a8%d7%98%d7%a8%d7%95%d7%a1-%d7%a9%d7%9c-%d7%94%d7%a2%d7%9c%d7%9e%d7%95%d7%aa/, #היסטוריה#קלאסיקה
האחות, כנרת רובינשטיין, https://www.shortstoryproject.com/he/story/%d7%94%d7%90%d7%97%d7%95%d7%aa/, #אבל#אחים#התאבדות#זיכרונות#מוות
סופר שמחבר סיפורים קצרים לא ממלא פקודות של חיילים, זיאד ח'דאש, https://www.shortstoryproject.com/he/story/%d7%a1%d7%95%d7%a4%d7%a8-%d7%a9%d7%9e%d7%97%d7%91%d7%a8-%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%99%d7%9d-%d7%a7%d7%a6%d7%a8%d7%99%d7%9d-%d7%9c%d7%90-%d7%9e%d7%9e%d7%9c%d7%90-%d7%a4%d7%a7%d7%95%d7%93%d7%95/, #אבסורד#אירוניה#אלימות#ישראלי-פלסטיני#כתיבה#ספרותערבית
